age,gender,urban_rural,last_year_income,gas_price,owns_ev,miles_driven,fixed_expenses
44,0,0,64800.4,3.04,0,13660,11940.58
24,0,0,59893.93,3.21,0,14996,19000.34
63,1,0,80089.69,3.0,0,11533,20670.28
51,0,1,88915.35,3.1,1,13200,19166.12
49,0,0,88644.21,2.97,0,13883,12558.74
53,0,0,71119.67,2.88,1,11546,26486.15
35,0,0,50437.06,3.05,1,12763,13245.9
34,0,0,54765.71,3.03,0,11984,10426.16
40,0,0,90936.79,2.91,1,11639,32361.49
38,1,0,88414.37,3.07,1,12643,25003.66
49,0,0,68025.25,2.95,0,10688,30692.96
50,0,0,81946.52,2.89,1,14096,12152.92
31,0,0,67516.89,3.16,1,12331,19970.02
63,0,0,123798.14,3.11,1,15138,19176.41
42,0,0,83804.87,3.16,0,13971,17063.63
36,0,0,80666.95,3.18,0,13705,20361.61
42,1,0,103894.0,2.73,1,16101,14597.93
36,1,0,57371.98,3.12,0,11917,12537.15
29,0,0,100383.61,3.03,1,13671,22498.8
34,0,0,50341.24,2.92,0,10488,21860.57
55,1,0,87460.82,2.98,1,13241,17581.67
58,0,0,86186.61,2.96,0,12105,26661.28
36,1,1,54895.73,2.99,0,12783,29552.26
52,1,0,101361.75,3.03,0,12711,28396.96
39,1,0,77877.57,3.01,0,12881,34097.11
55,1,0,74004.8,3.17,0,12166,16868.21
65,0,0,80390.5,3.06,0,13068,13304.48
28,0,1,60906.65,3.27,0,13114,16291.67
41,0,0,63688.8,2.93,0,12481,10154.89
29,1,0,78556.42,3.15,1,12528,15745.9
28,1,1,84045.44,3.01,1,13166,29643.0
39,1,1,86237.34,3.1,1,15061,17650.98
46,0,0,106146.33,2.95,1,14347,13677.82
56,0,0,108695.32,2.68,1,12840,29292.14
44,1,0,71554.15,3.01,1,12566,26964.15
44,0,1,107225.49,3.08,0,13906,20570.86
63,1,0,75193.83,3.05,1,13109,15362.69
33,1,1,41968.23,2.81,0,12527,15299.04
53,1,1,69439.86,3.05,0,14498,10768.13
43,1,0,88883.28,3.15,1,10259,50929.08
27,0,0,100658.95,2.9,0,14570,16959.85
46,1,0,88397.33,3.11,1,11935,26214.45
49,1,1,60542.61,2.97,1,12566,22260.12
44,0,0,81305.07,3.16,1,12744,16392.59
34,1,0,79784.65,2.87,0,13917,23786.88
34,1,0,70707.14,3.17,0,13735,9960.83
33,1,0,51147.29,2.95,1,11228,18597.57
53,1,1,106212.69,2.99,0,14962,16878.8
31,0,0,81338.94,2.88,0,12027,18899.51
32,1,0,81699.23,3.23,1,16693,20255.11
36,0,0,77311.43,2.92,0,12835,34459.53
41,1,0,93466.64,2.88,0,12846,30683.05
32,1,0,74400.32,2.97,0,12698,24222.12
33,1,0,85803.95,3.06,0,14489,14096.69
39,0,0,133128.25,2.99,1,14714,37910.02
49,1,1,94002.15,3.11,0,13915,16629.06
38,0,0,87032.91,2.92,1,14229,19293.16
48,1,0,85169.28,2.66,0,11177,38054.17
35,0,0,53586.91,2.99,1,12464,9789.65
48,1,1,58439.29,3.03,0,15053,8888.97
59,0,1,80526.63,2.98,1,12154,18939.1
52,1,0,70600.2,2.92,0,12596,20653.67
36,0,0,66388.27,3.05,0,9737,33696.51
50,0,1,97158.23,3.07,0,13192,20872.55
34,0,1,64838.07,3.16,1,12751,12041.59
39,0,0,87980.69,3.03,0,12913,24981.23
46,1,0,72007.05,2.86,0,14157,10311.59
29,1,0,48055.25,3.02,0,12170,12465.61
39,0,0,98296.99,3.07,1,12994,19461.56
43,0,1,72695.37,3.04,1,14069,16821.57
32,0,0,61824.88,3.0,1,12005,25956.34
41,0,0,75858.93,3.05,1,13898,11927.36
56,1,0,97919.53,3.08,0,12175,28764.34
57,1,0,60324.72,3.01,0,12025,11979.49
39,1,0,68798.24,3.04,0,11863,20711.09
60,0,0,98682.31,3.09,0,13692,18784.37
39,1,0,72654.39,2.98,1,14129,19750.73
42,1,0,62129.33,3.15,0,11461,19652.19
62,0,0,80370.97,3.03,1,11587,17997.19
38,1,1,94187.16,3.14,1,13922,13996.83
57,0,0,77207.88,2.97,1,12445,14381.24
39,1,0,66850.71,2.93,0,12208,23842.01
37,1,0,51710.59,3.15,0,12538,29851.66
64,1,0,81968.93,2.87,0,13080,15647.39
59,1,0,102910.34,2.76,1,12456,34389.24
37,1,0,51914.73,3.14,0,11384,9119.33
61,0,0,120901.94,3.04,1,14077,19734.92
42,0,0,90430.89,2.81,1,12943,15494.15
52,0,1,63478.19,2.99,1,11019,21975.39
40,1,0,62747.2,3.06,1,12702,13256.01
47,0,0,116128.05,2.86,0,13665,24584.51
51,1,0,72216.03,3.07,0,11856,20942.61
53,1,0,112847.77,3.18,0,14254,22682.93
45,1,1,72499.44,3.12,0,11185,32173.82
37,0,0,77130.43,2.97,1,12318,18910.69
36,1,0,56517.92,3.07,1,12031,14182.35
43,0,0,96396.55,3.03,0,13057,18603.46
43,0,0,54648.68,2.97,0,11808,13738.11
35,1,0,80585.92,2.91,0,15689,16341.03
51,1,0,83150.14,3.08,1,12474,20451.32
36,0,0,64384.22,2.96,1,11723,23463.52
32,1,0,81228.66,3.23,1,15013,22482.61
31,1,1,92185.2,3.01,0,15721,16515.06
42,0,0,143398.82,3.23,1,16128,27694.42
42,0,0,64259.39,3.05,1,11836,12676.03
27,0,0,91127.38,3.05,1,13581,21247.29
28,0,0,86151.19,3.11,1,11454,28417.3
31,0,1,57659.85,2.96,0,16007,10389.63
47,0,1,60790.98,3.0,0,12745,12539.73
51,0,0,70178.66,2.94,0,11772,16253.2
37,1,0,72873.85,2.76,0,13111,13929.33
33,1,1,82851.45,2.86,1,14924,15781.33
60,0,1,90389.52,2.99,1,14775,23313.72
26,1,0,61296.6,2.94,1,13186,19399.85
43,0,0,71318.88,2.94,1,12973,16474.06
47,0,1,74654.92,2.89,1,15379,13215.66
48,1,0,84368.78,2.92,0,12095,23268.64
49,1,0,69938.39,2.98,0,12234,27335.09
50,1,0,71247.67,3.0,1,12146,22000.21
26,1,0,57215.96,2.95,0,12973,18317.32
34,1,0,85159.22,2.94,1,15540,22673.92
41,0,0,69664.97,3.14,0,11950,20579.57
38,1,1,87449.61,3.18,0,12576,26973.96
40,1,1,75446.63,2.97,0,12957,22280.59
51,0,0,78966.55,3.16,1,12550,17659.83
32,0,1,65471.41,3.05,0,11846,19127.18
44,0,0,73198.79,2.93,1,11273,32496.0
56,1,1,89113.05,3.06,0,13144,25938.98
36,0,1,92941.73,2.96,1,13797,15173.13
32,1,0,85575.12,3.08,0,13088,14218.59
49,1,0,81379.56,3.12,0,12110,19881.06
42,0,0,54132.46,2.99,0,11646,19671.27
56,1,0,51217.5,2.79,0,12072,23055.18
68,1,0,119617.14,3.02,1,13775,24950.56
29,0,0,89535.78,3.21,1,11929,24363.57
40,1,0,90679.17,2.99,1,13866,18907.31
42,0,1,64429.29,3.03,0,13039,15495.42
59,0,1,82579.02,2.87,0,14160,12074.5
39,1,1,55490.34,3.13,1,13412,8631.41
47,0,0,70774.02,2.86,0,11655,16499.5
37,1,0,98846.59,2.93,0,13811,20715.93
66,1,0,95637.6,3.15,1,12833,21656.94
29,1,0,79883.29,2.98,1,12929,16130.07
41,1,0,70296.46,2.83,0,13334,16112.16
50,0,1,71471.98,2.88,0,11585,21247.25
33,0,0,61394.87,3.1,1,13395,13379.64
42,1,0,81270.41,3.0,1,12090,27879.82
38,0,0,61474.18,2.89,0,10939,17350.94
33,1,0,79292.19,2.88,1,11986,26701.19
57,1,0,87876.1,3.05,1,12457,20986.5
50,1,0,112386.83,3.01,1,16350,21666.37
33,1,1,107345.37,3.01,0,14902,22364.6
58,0,0,103440.1,3.07,0,12165,26715.01
40,0,0,48155.34,2.93,0,10852,17989.21
47,1,0,80969.88,2.83,0,13732,33180.9
46,0,0,54001.28,2.95,0,13400,12656.88
48,0,1,94086.54,3.03,0,13807,16664.66
33,1,0,67201.99,2.98,0,9498,42002.39
38,0,1,89547.24,2.76,1,13788,17891.61
46,1,0,63342.59,2.95,0,12210,17442.68
52,1,0,58449.73,3.16,1,11481,29964.15
48,1,0,64779.94,3.1,1,12992,14403.79
31,1,0,67108.6,2.99,0,11978,17983.76
50,1,0,87512.55,2.92,1,11183,37901.03
25,0,0,103758.74,3.08,1,12374,34548.66
44,1,0,107202.74,3.0,1,13609,19654.08
63,0,0,78402.49,3.04,0,12648,15121.71
36,1,0,94445.54,2.93,0,13940,20984.58
42,0,1,78018.76,3.05,0,14664,18418.18
31,0,1,56152.04,2.86,0,12546,25868.74
27,1,0,73524.99,3.3,0,12860,13368.77
37,1,0,97680.69,2.93,0,13164,21024.79
35,0,0,94619.13,3.08,1,13836,19669.01
51,1,0,97187.06,3.16,1,14430,17701.65
28,1,0,97003.36,2.89,0,12849,33320.89
29,1,1,57775.58,3.0,0,13600,15762.57
39,1,0,58472.94,3.06,1,12934,13678.08
37,1,0,77402.9,3.36,1,11966,27834.16
42,0,0,87205.83,3.09,1,13513,15679.84
34,0,0,79742.81,3.13,0,12362,30476.35
62,0,0,109659.43,2.84,1,14374,18689.28
41,0,0,95776.09,3.02,1,14393,24405.1
34,0,1,91111.04,3.06,1,14124,17482.46
39,0,0,109705.59,3.06,0,13722,14969.83
33,1,0,90528.72,2.9,1,12903,23044.63
44,0,1,110089.45,3.06,0,15437,18154.08
42,1,0,67037.85,3.22,0,12531,14913.3
52,1,0,71826.82,3.01,1,13811,21584.89
56,1,1,68871.15,3.19,0,12528,27710.39
51,0,0,61603.93,2.82,0,13459,14990.94
24,1,0,46438.64,3.01,0,12434,15439.53
37,1,0,52169.02,3.03,1,14090,16486.66
56,1,0,133783.58,3.06,0,15807,17070.47
46,1,0,86313.52,2.93,1,13469,15633.95
35,1,0,72602.16,2.9,0,12212,24842.71
49,0,0,86639.37,2.99,0,12174,21372.35
25,1,0,71641.99,2.98,0,13094,21315.86
39,0,0,87057.78,2.94,0,11723,33310.14
26,0,0,102118.68,2.94,1,15219,19722.57
43,1,0,65698.44,3.12,0,11726,15993.4
42,1,0,63720.11,3.17,1,11856,15018.41
39,0,0,82423.97,2.96,1,11462,32383.51
39,0,1,99076.98,3.12,1,12804,25820.89
34,0,1,66950.97,3.06,0,13219,22084.89
47,0,1,144070.26,3.03,1,15941,36674.3
36,1,1,82744.53,2.83,0,15662,14428.53
51,0,0,77293.14,2.94,1,11410,24293.1
31,0,0,50601.06,2.84,0,11567,14410.64
41,1,0,87397.88,3.04,1,14364,19193.3
54,1,1,86317.32,2.98,0,14729,20720.75
48,0,0,111258.79,3.01,0,14259,25062.11
25,1,0,51239.66,2.89,1,12905,23574.28
31,1,0,89130.3,2.85,0,14363,13623.46
63,0,0,128836.73,2.87,0,13709,29810.09
40,1,1,68918.54,2.95,0,12275,31561.5
53,1,1,114380.35,3.04,1,15472,15800.54
41,0,0,55348.38,2.83,1,12038,15148.55
55,0,0,50645.14,3.11,0,11011,12446.57
31,0,0,64861.97,2.93,1,11612,21697.17
45,1,0,77652.07,2.92,0,12420,22236.37
44,0,0,84438.36,2.92,1,13631,13677.36
35,1,0,62907.28,3.19,1,14110,12978.71
52,1,1,132727.51,2.99,0,13766,33924.5
44,1,0,64889.51,2.98,1,11911,39122.45
54,1,1,98179.79,3.11,0,15343,18663.1
52,1,0,62452.87,3.12,0,11903,17077.99
39,0,0,63122.03,3.17,0,10452,26286.27
49,0,0,68281.1,2.87,1,11970,12052.75
48,1,0,90566.5,3.04,1,15540,13753.92
66,0,1,77335.86,3.01,1,13581,14879.0
30,1,0,92639.0,3.19,1,16312,18996.92
33,0,0,75614.96,3.01,1,11603,16399.92
41,0,0,67370.73,2.88,0,13150,13843.16
28,0,0,100314.12,2.98,0,14249,13712.88
52,0,1,74448.53,2.87,0,12454,26809.14
45,1,0,71445.9,2.93,0,10136,34582.88
44,0,1,82051.18,2.92,0,12609,23363.38
38,0,1,106798.24,2.89,0,14492,17128.88
44,1,0,83567.12,2.84,1,12132,23462.87
46,0,0,100636.16,2.84,0,13830,16151.88
58,0,0,76743.39,2.93,0,11368,18208.52
30,0,1,74788.92,3.0,1,14028,19361.49
45,1,0,66424.73,3.09,0,12362,19866.65
24,1,0,63736.86,2.89,1,12813,17889.41
36,0,0,65039.67,3.06,0,15849,15088.47
34,1,1,52350.89,3.05,1,14005,14173.59
31,1,1,61161.37,3.1,0,14750,10799.81
56,0,1,61974.03,2.96,0,11759,21742.52
29,0,0,81159.28,3.14,1,13719,14941.81
49,1,0,64456.58,2.98,0,11283,21256.39
44,1,0,73596.86,3.09,0,12791,14215.38
48,1,0,74147.18,3.02,1,13357,24950.74
36,1,0,70994.1,3.08,0,14202,12385.31
25,1,1,59305.47,2.94,1,12910,13325.77
49,0,0,142128.8,3.07,1,15062,20972.53
30,0,0,99794.69,3.05,1,13446,22411.15
56,0,1,77960.8,3.0,0,13847,12909.61
38,0,0,103381.99,2.99,0,13745,16943.11
48,1,0,90822.04,2.66,1,13868,29068.52
27,1,1,67386.88,3.07,1,14390,11772.83
30,1,0,96367.79,3.13,1,14059,16986.23
57,0,1,69190.46,2.98,0,12703,11947.3
30,0,0,79392.26,3.11,0,13335,24032.6
56,1,1,81187.17,2.92,0,12770,22327.11
38,1,0,67118.06,2.92,0,12319,13574.78
27,1,0,64597.4,3.04,1,13483,14579.46
44,1,1,69246.35,3.04,0,13855,25031.85
38,1,0,80076.09,3.09,0,12716,17725.02
36,0,0,80875.21,2.96,0,15274,15558.82
41,1,0,77581.95,3.01,1,13237,15206.5
56,0,0,66360.89,2.9,1,11946,11670.53
64,0,0,63924.2,3.11,0,12692,19545.39
33,0,1,77024.14,2.93,1,15429,10398.93
42,1,0,76088.34,3.06,0,15224,10809.73
38,0,0,84648.13,2.82,1,13492,14838.65
30,1,1,87419.56,2.96,0,13107,25789.0
38,0,0,49257.31,3.11,1,11384,12194.4
57,0,0,103019.66,3.15,0,12439,35664.51
40,1,0,43130.64,2.9,0,12580,17710.26
48,0,1,121483.99,2.71,1,14224,31126.18
41,0,0,75388.86,3.04,0,12570,17335.01
26,0,0,86431.41,2.93,0,12693,23688.88
48,1,1,102632.52,2.97,0,14857,18990.24
61,1,0,72705.64,3.25,0,11505,17314.59
47,0,0,68632.51,3.04,0,14213,11921.81
61,0,0,89749.52,3.09,0,13794,12742.29
43,0,0,73776.66,2.84,1,11951,17100.14
54,0,0,65036.48,3.08,1,13269,17035.31
44,1,0,63371.93,2.98,0,13473,12252.1
50,1,1,79659.48,2.89,0,14796,25745.23
38,0,0,69275.5,3.18,1,11340,23179.92
37,1,1,98548.39,2.93,0,13897,24768.05
52,0,0,104629.09,3.04,1,13386,20739.52
32,0,1,73248.45,2.93,0,14659,15688.18
36,1,0,97607.18,3.06,0,13452,16697.65
40,1,0,89906.42,3.02,0,12242,26465.04
29,1,0,52810.44,3.01,0,11756,25660.88
48,0,1,73093.06,2.99,0,11982,25963.07
31,1,0,53081.0,3.02,1,14214,13859.53
53,0,1,101834.68,2.87,1,13601,33919.79
39,1,1,101998.59,2.9,0,16182,24075.84
48,0,0,87837.21,2.76,1,12923,25413.95
34,1,1,91657.07,2.99,1,14296,13921.11
31,0,0,55167.86,2.98,0,11394,17617.09
24,0,0,53311.97,3.12,0,10052,21076.49
24,0,1,89597.46,3.11,1,13131,24008.23
56,0,0,89320.18,2.95,1,11339,25393.3
34,0,0,74569.25,2.93,0,11649,19046.75
50,1,0,120779.76,3.05,1,15097,17156.17
40,0,1,134454.98,3.08,0,15962,22726.22
47,0,0,85998.0,2.98,1,14493,21683.45
45,1,1,105169.17,3.27,0,15345,14823.7
51,1,0,70242.65,3.27,1,14989,12278.73
30,0,1,86662.16,3.25,0,14249,18552.98
66,1,0,98960.34,2.98,0,12529,27903.19
60,0,0,68030.75,3.19,1,9518,35226.61
40,0,1,110026.91,2.95,0,14871,14248.34
44,0,0,73934.87,3.0,1,12599,11792.58
54,0,1,118397.79,3.0,1,15663,19424.61
35,1,1,68039.03,2.99,0,13295,15446.88
40,1,0,93215.81,2.81,0,15312,14239.35
38,0,0,108472.93,3.03,1,13400,22462.34
45,0,0,81729.6,3.04,0,13837,16348.59
61,1,1,64841.79,2.8,0,14264,10330.62
26,0,1,70717.68,2.97,0,13812,22616.18
41,1,1,87615.41,2.88,0,13810,20504.79
51,1,0,85664.28,2.95,0,14917,12641.34
42,1,0,66113.51,3.0,0,12646,16692.95
42,0,0,61648.68,2.82,1,11952,12834.29
24,1,1,49539.52,2.99,1,12949,17049.13
24,1,1,61324.48,2.82,0,13349,9762.18
55,1,0,65390.28,2.76,1,11942,14719.08
48,0,0,82531.22,2.87,0,13134,23605.15
60,0,0,83715.5,3.21,1,12334,15505.02
31,0,0,69631.45,3.11,0,11748,31831.8
42,0,0,85694.08,3.03,1,13021,22251.92
48,1,0,57078.42,2.97,0,11111,17152.96
40,0,0,61282.84,3.25,1,11783,16847.6
48,0,0,78919.64,2.89,1,11549,20761.4
32,1,0,61421.32,3.05,1,16310,14758.66
46,1,0,67422.4,3.1,0,12940,13757.94
36,0,0,105078.49,3.06,0,12532,27793.46
34,1,1,85578.92,3.14,1,15245,20249.47
47,1,0,85248.96,3.1,0,14420,22815.02
30,0,0,108079.16,2.97,1,13141,28917.35
42,1,0,88449.81,3.17,1,14269,19792.01
48,1,0,98273.8,3.25,1,13632,14507.51
60,0,0,129993.61,3.01,1,14856,24015.04
48,1,0,100716.25,3.02,1,12863,22672.58
46,1,0,81335.06,2.85,0,12754,14397.97
39,0,0,93268.91,2.83,1,12514,23428.51
32,1,1,88232.3,3.08,0,14598,25570.79
45,0,1,67512.39,3.04,1,12585,19810.16
24,0,0,60165.09,2.75,0,12906,25148.67
56,0,0,86571.93,3.05,1,12699,39372.69
42,1,0,65816.07,2.89,0,14068,17633.4
42,1,0,69541.79,3.0,0,14431,17607.89
32,0,0,79145.86,3.1,1,14854,12002.77
70,1,0,96217.2,3.08,1,12154,28613.84
52,0,1,72548.73,2.94,0,11465,24500.68
46,0,1,49408.54,2.77,0,12071,13829.99
43,0,0,112881.93,2.93,1,15921,25525.11
36,1,0,106669.64,3.09,1,13734,25791.65
51,1,0,68507.47,2.97,1,10852,30693.23
49,1,0,116588.91,2.99,1,15571,20812.5
34,1,0,79804.78,3.08,0,13727,29406.98
48,1,0,82676.58,2.96,1,12468,15259.66
29,1,0,81220.57,2.76,0,15296,17476.4
49,0,0,83174.32,3.01,1,13272,18302.84
36,0,0,80396.33,3.1,0,12605,20590.12
29,0,0,56361.84,2.79,1,11730,16509.08
52,1,0,112090.96,2.89,1,13207,36411.85
36,0,0,94683.12,2.89,1,13531,23773.28
51,0,0,82052.71,2.82,1,12402,20098.5
33,1,0,75976.5,3.14,0,13166,12040.5
46,1,0,67404.36,2.92,0,12367,18431.72
38,1,0,86964.62,2.93,0,13746,28844.44
30,1,1,52230.05,2.97,0,13698,10588.93
45,1,0,69880.23,2.9,1,12424,22541.09
50,1,0,101752.46,2.99,1,14960,27414.88
28,1,1,123938.79,2.86,0,15567,22522.05
54,0,0,111374.65,3.01,1,13316,21412.11
52,1,1,73915.08,3.1,0,13284,17601.28
38,0,0,128549.55,3.04,1,16203,29227.34
34,1,0,77041.71,3.14,0,13003,20634.9
51,1,0,84662.96,2.76,0,12449,21965.0
31,1,0,58998.06,2.94,0,13304,11339.98
48,0,0,81603.67,3.12,1,12793,21786.87
34,0,0,85943.77,2.99,1,12331,21991.05
50,0,0,93441.35,3.2,1,11348,27578.94
60,1,0,79648.41,3.06,0,13121,14249.35
45,0,1,50753.24,2.94,0,11137,25204.47
43,0,0,58650.08,3.07,0,12518,23105.61
29,1,0,41803.72,2.8,0,14574,10362.1
37,1,1,86862.02,2.9,0,13898,20720.03
47,1,0,66076.44,3.25,0,11882,19845.21
52,0,0,60065.67,3.02,0,9779,30527.27
34,0,1,68967.51,3.07,0,13240,12134.72
36,1,0,86885.34,2.93,1,13797,19921.0
65,0,1,93323.92,3.02,0,12843,22574.6
46,1,0,81306.31,3.15,0,13332,26095.11
57,1,1,84653.48,3.14,1,12819,24910.85
40,1,0,71547.93,2.91,0,12943,12142.76
58,0,0,68730.51,2.95,1,16002,17077.4
60,1,0,83776.43,3.18,1,12947,32996.02
29,0,0,116097.2,3.09,1,13583,21287.18
39,0,0,84481.21,3.0,0,12924,16393.04
24,1,0,76975.07,2.94,0,13051,14027.19
45,0,1,116020.47,2.97,0,13673,30546.82
29,1,0,130829.55,2.84,0,15960,20568.66
70,1,0,73061.03,3.07,0,12033,18740.09
48,0,0,72232.88,2.99,0,12387,18837.84
60,0,0,82330.17,3.03,0,11823,20628.77
28,0,0,97182.61,3.21,0,13303,32174.87
43,1,0,109486.93,2.97,0,14297,17215.16
34,0,0,64091.0,3.02,0,11084,18090.96
44,0,1,96653.89,2.89,0,13871,18007.38
41,1,1,52112.89,3.0,0,12890,21120.75
28,0,0,61631.56,2.93,0,12127,11720.84
53,1,0,65560.69,2.83,0,11452,23360.66
36,1,0,107741.82,2.98,1,11309,46505.82
25,1,1,63423.83,3.17,1,12339,23784.04
55,1,0,61634.65,2.79,0,11978,15752.24
41,1,0,139967.19,3.14,0,14992,22342.16
47,1,0,69478.29,2.98,0,13162,24556.91
53,1,1,83202.88,2.95,0,13195,15082.56
33,0,1,72813.11,2.95,0,11723,31323.78
37,0,0,77969.06,3.04,1,12788,12075.37
26,0,0,86136.91,2.94,0,13979,31922.8
54,0,1,79960.69,2.89,0,13816,11567.36
52,0,0,89720.48,3.03,1,12456,23081.5
42,1,0,65072.44,3.24,0,11508,21536.25
35,1,0,95501.79,3.06,0,12737,30179.69
57,0,1,70110.94,2.97,1,12681,13449.62
24,1,1,69998.74,2.96,1,14109,9586.68
24,0,0,43682.09,2.95,1,12304,9356.65
59,1,0,71042.28,3.22,0,11555,25472.32
34,1,1,58879.79,2.86,0,12480,28386.37
39,0,0,46645.13,3.1,1,11091,17715.23
57,1,0,74025.47,3.02,1,10512,26272.01
45,1,1,97381.37,2.95,0,12928,31515.72
45,0,0,124082.81,3.06,0,14699,19143.99
34,0,0,78434.5,2.96,0,14806,12065.52
51,0,0,106394.9,3.08,1,12699,25499.26
64,0,0,81042.58,3.01,0,12637,16800.55
43,1,0,91816.23,2.94,0,12769,20836.55
58,1,0,84186.11,3.01,0,11171,31891.66
61,0,0,98974.31,3.27,1,11521,27687.77
32,0,1,62158.3,2.84,0,11135,29456.15
35,0,1,83421.46,2.98,1,10327,45530.51
63,0,0,120739.65,3.22,1,12884,33162.44
26,1,0,83448.06,2.92,1,13265,15257.98
40,1,0,83811.57,2.87,0,13137,18083.66
33,0,0,82375.76,2.89,1,12771,16552.5
36,0,0,55274.87,2.97,0,10924,23327.15
26,1,0,70920.92,3.02,1,12631,18855.43
42,0,0,116945.69,2.93,0,14729,27916.47
44,0,0,66982.12,3.07,0,11154,18889.38
30,0,0,90540.93,3.17,0,12751,22069.31
52,1,1,76623.64,3.25,0,15792,11140.61
52,1,0,83046.38,2.87,0,14939,12639.23
48,0,0,70046.33,3.0,1,10771,25247.97
28,0,0,86800.92,3.04,1,13729,25923.64
48,0,0,77572.13,3.14,1,13120,23613.11
32,0,0,71364.22,2.77,1,13769,15730.87
42,0,0,42389.51,2.95,0,11539,15124.49
35,0,0,91660.22,3.07,1,11108,34740.21
42,0,0,123714.63,3.0,0,13450,28752.94
34,0,0,79839.45,2.71,1,12543,15634.78
37,1,1,95895.21,3.11,1,14417,20013.36
35,0,1,83366.64,2.97,0,12299,26753.42
26,1,0,65903.36,2.82,0,12621,14405.19
42,0,0,71252.71,3.19,0,12581,22544.37
24,0,0,105787.69,3.01,1,13677,21499.98
31,0,0,67776.45,3.19,1,14536,19262.6
43,1,1,134515.02,2.81,0,15064,28257.45
50,0,0,94017.92,3.08,0,13035,25849.35
38,1,0,59806.63,3.05,0,11648,19338.09
51,1,0,105029.24,2.99,1,14352,13442.38
55,1,1,50601.67,2.94,0,12922,15472.98
40,1,0,84810.15,2.93,0,13612,17667.76
42,0,0,77372.56,2.99,1,12329,25782.36
36,1,0,69745.24,2.94,1,11953,21134.93
41,0,0,54773.6,2.76,0,11913,16144.28
55,0,0,100221.56,3.08,0,14290,18388.92
38,1,0,69286.52,3.09,0,11821,19310.18
52,1,0,82773.46,2.92,1,12253,20353.6
34,1,0,64429.0,3.11,0,12558,13774.1
34,0,1,96565.42,2.93,0,13518,27552.63
34,0,0,119442.61,3.17,1,14304,18385.48
47,0,0,60033.2,2.85,1,9701,32423.21
34,1,0,45981.47,2.89,0,13034,13450.99
51,0,0,95797.84,2.89,0,12946,14490.33
35,0,0,67678.68,2.95,0,12601,15321.0
39,1,0,85421.56,2.91,0,14808,18021.83
60,1,1,83890.65,3.05,1,13541,16255.42
43,0,0,51914.98,3.06,0,11242,21293.15
56,1,0,79119.96,2.94,0,12508,18777.76
56,1,1,104256.69,3.0,1,14359,26510.31
43,0,1,85725.41,3.12,0,13188,15297.44
34,1,0,79972.97,2.97,1,13286,16748.7
28,0,0,62853.54,2.99,0,11837,19970.8
33,1,0,47556.77,2.97,0,11522,14251.79
54,0,0,101868.33,2.99,1,12907,21098.98
45,0,0,97667.24,2.92,1,13737,14544.25
43,0,0,84249.39,2.73,0,11787,25230.46
35,1,0,73646.48,3.0,1,13710,11951.3
59,1,0,65787.71,2.94,0,11753,18691.9
28,1,1,78612.56,3.05,1,14164,10613.78
25,0,0,56597.17,3.33,1,12117,20769.25
55,1,1,54931.52,2.8,0,12063,19441.87
35,0,1,95559.26,3.05,0,14518,14458.45
60,0,0,71718.63,3.09,0,11411,15023.65
30,1,0,48908.84,3.1,0,14911,11297.63
58,1,0,67067.1,3.05,0,13674,16508.23
42,0,0,63304.52,2.93,1,14555,17789.07
29,0,0,68229.03,2.9,0,14350,20886.97
43,0,0,48283.96,2.96,0,9491,23404.51
50,0,1,80852.56,3.06,1,11968,29858.76
68,0,0,88688.77,2.96,1,12370,19906.46
52,1,0,103559.03,2.75,1,13291,20356.17
57,1,0,87659.78,3.04,0,12158,22279.4
57,0,0,116576.88,3.13,1,13539,25038.38
59,1,0,115683.36,3.04,1,12882,34209.38
55,1,0,108139.74,2.96,1,15323,20522.46
43,0,0,103755.29,2.88,0,13982,14273.82
37,0,0,70097.23,3.03,0,11127,26141.62
29,1,1,108036.94,2.97,0,15119,14593.02
68,0,0,92130.58,3.08,0,12771,19765.85
50,0,0,85876.45,3.12,1,15832,22032.36
36,1,0,94658.97,2.89,1,13409,22754.72
64,1,0,150232.85,2.89,1,15296,28555.86
41,0,0,58790.56,2.97,1,11947,23776.44
42,0,1,95906.84,3.02,1,14268,18768.35
66,0,0,86677.43,2.96,1,12519,19727.67
54,1,0,119536.31,2.91,1,13892,24596.45
39,1,0,64809.46,2.89,1,12663,18395.29
39,1,0,106919.5,2.78,0,15218,17454.92
29,0,0,56589.2,3.1,1,14742,23624.01
38,0,0,94769.13,2.99,0,14309,28440.53
26,0,0,71498.05,2.96,1,12673,20599.19
30,1,1,72852.5,2.97,0,13555,19742.39
33,0,0,59640.32,2.86,0,11763,13133.07
32,1,0,77671.8,2.88,1,13992,23847.86
42,0,0,71284.32,3.14,0,12533,16618.0
30,0,0,62511.44,2.89,0,11629,18725.79
46,0,0,120189.78,2.97,1,14209,24061.35
24,1,0,47592.89,2.81,0,12906,13666.78
34,1,0,59326.28,3.01,1,12097,13532.13
35,1,0,74865.54,2.82,0,14586,15411.48
53,0,1,105496.25,3.16,0,15840,15042.11
50,1,1,102874.51,3.2,1,14746,15242.69
42,0,0,108919.67,3.01,0,12624,28677.95
44,1,0,86167.27,3.02,0,14190,34869.07
49,0,0,74298.04,3.0,1,11395,27636.65
43,0,0,107236.15,2.89,0,13859,15272.31
26,1,0,81808.97,2.94,0,12570,24759.56
43,0,0,89147.33,3.2,0,12904,19915.06
