academic_performance,internship,starting_salary
Medium,0,34960.43
Medium,1,40212.56
Medium,0,46825.2
Low,0,41517.32
High,1,59190.38
Low,0,28609.17
Medium,0,40674.22
High,0,58024.65
Medium,0,32011.84
Low,0,33939.71
Low,0,35474.54
High,0,52181.94
Medium,0,34665.15
High,0,52093.43
Medium,1,53594.71
Medium,0,42129.69
Low,1,33816.39
High,1,63292.41
Medium,1,44033.68
Medium,0,36142.27
Medium,1,48232.37
Low,0,27610.72
Medium,0,30168.37
Medium,1,43213.19
Low,1,34323.75
Low,0,36668.77
Medium,0,35858.39
Medium,0,45749.36
Low,1,35963.23
Low,1,27555.44
High,1,49436.85
Low,0,34442.06
Low,1,32484.43
Medium,0,37063.34
Low,1,32552.35
Medium,0,44506.5
High,1,53038.23
Medium,0,40000.38
Medium,1,45777.48
High,1,46798.02
Low,0,34148.88
Medium,1,43327.77
Medium,1,53377.47
Medium,1,46353.19
Medium,0,41572.9
Medium,0,40386.41
Medium,0,31626.42
Low,0,29029.98
Low,1,34122.9
Medium,1,42085.47
Low,0,29964.62
Medium,1,41482.85
Medium,0,38938.11
Medium,1,45582.23
Medium,0,42992.09
Medium,1,45995.59
High,1,55901.07
High,1,61217.36
Medium,0,43057.78
Low,0,26868.42
Medium,0,38190.6
Medium,0,30539.99
High,0,56380.12
Medium,1,43244.67
Medium,1,40621.11
Medium,0,37416.98
Medium,0,43466.07
Medium,0,40765.98
Low,0,23321.38
Low,0,22705.94
Medium,0,46890.8
High,0,46100.96
Medium,0,38028.52
Medium,0,42618.97
Medium,1,38903.38
Medium,0,36323.67
Low,0,25431.83
Medium,1,50401.74
Medium,0,40603.28
Medium,1,44812.79
Low,0,25965.02
Medium,0,52429.3
Low,0,26286.73
Medium,0,33310.22
Medium,0,37337.83
Medium,0,37215.52
Low,0,28968.74
High,0,54325.95
Medium,1,53899.77
Medium,0,47430.82
Medium,0,29785.91
Medium,0,40297.66
Medium,0,41152.58
High,1,54608.67
High,1,56525.61
Medium,1,51110.89
Medium,1,44393.84
Low,1,30666.93
Low,0,30205.4
Medium,1,31157.48
High,1,60337.14
Medium,1,42564.75
Medium,0,44483.69
Low,0,30113.64
Medium,1,44505.17
Medium,0,43259.2
Medium,0,43898.98
Low,0,26670.89
Medium,0,38417.0
High,1,55119.31
High,0,53241.24
High,1,52776.77
Medium,0,35888.77
High,0,61733.54
High,0,46784.71
High,1,54211.83
High,1,59140.54
High,1,55178.65
Low,0,23445.91
Low,1,42052.42
Medium,0,43625.16
Medium,1,52786.75
Medium,0,33291.1
Medium,1,42271.91
Low,0,36076.39
Low,0,21351.93
Medium,0,35129.45
Low,0,40188.47
Medium,1,45781.7
High,0,49980.77
Medium,0,36062.53
Medium,1,51718.72
Low,0,34209.01
Medium,1,45627.69
High,1,62863.92
Medium,0,32746.93
Low,0,31584.8
High,0,46488.67
High,0,61576.2
Low,0,30937.48
Low,0,22270.19
Medium,1,43572.09
Low,0,24527.83
High,1,58090.57
High,1,57896.74
Medium,1,40690.87
Medium,0,38562.52
Medium,1,40585.3
Medium,0,41174.96
Medium,0,36127.9
High,1,54194.22
High,0,51696.36
Low,0,30530.26
Medium,0,38247.63
Medium,1,46797.96
Medium,1,34736.68
Medium,1,43925.68
Medium,0,36416.04
Medium,0,37844.19
Medium,0,43847.86
Low,0,36240.3
High,1,59087.1
Low,1,39870.96
Low,0,26001.92
Low,0,19705.88
Low,0,31622.6
Medium,0,36320.89
Medium,1,40761.66
Medium,1,40757.69
Low,0,23070.8
Low,0,32962.01
Medium,0,44052.63
Medium,1,37268.41
Medium,0,45252.83
Low,0,28268.07
Low,0,33669.75
Low,0,24447.15
Low,0,38489.72
Medium,1,40523.24
Medium,1,43035.44
Low,0,28429.76
Medium,1,43564.77
Medium,1,47535.11
Medium,1,35141.82
Low,0,27068.1
Medium,0,43880.11
Medium,0,37392.44
Medium,0,31655.71
Medium,0,35551.07
Low,0,36121.56
Medium,0,40248.52
Medium,0,39755.6
Low,0,23970.74
Medium,1,49530.84
High,1,57235.46
Medium,0,38254.38
Medium,0,44290.83
Medium,0,34414.03
Low,0,33822.33
Medium,0,37489.12
Medium,0,39266.72
High,1,48846.82
Medium,0,38452.31
Medium,1,38818.44
Medium,1,41670.76
High,1,49744.73
Medium,0,45633.1
Low,1,34840.31
High,1,56004.07
Low,0,29765.05
Low,1,35600.88
Medium,1,42838.87
Medium,0,47589.56
Medium,0,33456.44
Medium,1,45936.55
Low,0,32007.13
Medium,1,42014.51
Medium,0,43643.69
High,0,48271.73
Medium,0,30985.54
Low,0,29810.38
Medium,1,42789.15
Low,0,26503.99
Low,0,36951.17
Medium,0,33673.06
Medium,0,43549.34
Medium,0,49683.91
Medium,0,52696.43
Medium,0,50403.46
Low,0,27991.89
Low,0,30720.12
Low,0,26442.1
High,0,56021.36
Medium,0,48590.13
Medium,1,40856.96
Low,0,36459.63
Low,1,39745.48
High,0,56040.35
High,1,54774.44
Low,0,23776.38
High,1,54713.94
Medium,1,51755.68
Low,0,32584.51
Low,0,30038.28
Medium,1,49031.7
Medium,0,35080.44
High,0,51616.22
Low,1,35478.58
Medium,1,40323.83
Low,0,30816.51
Low,0,26139.9
Low,0,22233.9
High,1,60299.13
Medium,0,35839.43
Low,1,34453.0
Medium,0,46491.79
Medium,0,31274.91
Low,0,37945.19
High,1,49843.27
High,1,52332.21
Medium,1,49137.7
Medium,1,43520.23
Medium,0,38136.35
Low,0,36783.41
Medium,0,42541.84
Low,0,32245.69
High,0,49665.15
Medium,0,40476.33
Low,0,22316.5
Medium,1,44754.44
Medium,0,46664.15
High,1,48123.64
Medium,0,43643.1
Medium,0,40411.41
Low,0,25232.47
Medium,0,29575.36
Low,0,34720.4
Low,0,34929.28
Medium,0,31732.05
Medium,1,43322.65
High,0,53451.82
Medium,0,47579.12
Medium,1,51831.25
High,0,48969.1
High,0,51811.5
Medium,1,45465.5
Medium,1,45919.26
High,0,56287.78
Medium,0,41651.14
Medium,1,55981.39
Low,0,39860.13
Medium,1,42177.31
Low,1,31228.1
Low,0,25252.31
High,1,57033.95
Medium,0,33277.1
Medium,0,37187.06
Medium,0,36804.48
Low,0,42459.55
Low,1,32246.0
Medium,0,30500.89
Low,0,29726.08
Medium,0,35686.41
High,1,57828.65
Low,0,29277.84
Low,0,30958.03
High,1,46871.96
Medium,0,38691.96
Low,0,35918.34
Low,0,27666.26
Medium,1,45333.87
Medium,1,46760.26
Medium,0,36832.45
Medium,1,39101.69
High,1,67742.82
Medium,0,43226.69
Low,0,29380.53
Medium,1,51697.21
Medium,0,41186.87
Low,0,33748.18
Low,0,33039.97
Low,1,39978.48
Medium,1,39521.97
Medium,0,39321.95
Low,0,34650.15
Medium,0,39993.78
Medium,0,35430.7
High,0,48827.6
High,1,55170.58
High,1,47317.87
High,1,62928.92
Medium,1,38946.47
Medium,0,45909.83
Low,1,42950.32
Medium,0,35903.78
Low,0,33955.55
Medium,1,48499.93
Low,0,29651.92
Low,0,37200.01
Low,0,33243.48
High,1,57114.49
Low,0,38398.24
High,1,58850.1
Low,0,30170.94
Medium,0,34453.85
Medium,0,39992.21
Medium,1,37537.28
High,0,56355.2
Low,0,29343.07
Low,0,28066.71
Medium,0,44801.75
Medium,0,39406.23
High,1,63116.68
Medium,0,36802.38
Medium,1,43053.85
Medium,0,43465.71
Medium,0,52183.53
Medium,1,46124.67
Low,0,24516.15
Medium,0,28836.91
Low,0,34585.16
Medium,0,36559.28
Low,0,31336.3
Medium,0,33073.84
Medium,0,49598.3
Low,0,22127.98
Low,0,19456.49
Low,0,33908.75
Low,0,21370.33
Low,1,39015.21
Medium,0,40613.25
Medium,0,29325.96
Medium,0,46482.72
Medium,1,43461.22
Medium,0,37375.06
Low,0,31215.91
High,0,49876.01
High,1,52624.18
Low,0,24395.25
Medium,1,43131.99
Low,0,24575.49
Low,0,27362.38
Low,1,38254.51
High,0,44063.34
Medium,0,38353.27
Medium,0,39779.69
Medium,1,43705.7
Medium,0,36925.54
Medium,0,41406.96
High,0,54117.36
Medium,0,51511.51
Medium,0,43699.87
Medium,1,37585.52
High,1,58249.62
Medium,0,35206.31
Low,0,30724.33
Medium,1,44004.95
Low,0,27923.5
High,0,54417.93
Medium,0,36545.34
Low,0,38526.15
Medium,0,36944.22
Medium,0,45214.01
Medium,0,42050.27
Low,0,35417.74
Low,0,29269.33
Low,0,34040.54
Low,0,33011.73
Medium,1,41047.04
High,1,50515.9
Low,0,32660.78
Low,0,32035.36
Medium,0,36914.21
High,1,57879.5
Medium,0,36447.98
Low,0,33006.17
Medium,0,36677.79
Low,1,31203.96
High,0,49571.61
High,0,48958.92
Medium,1,42213.32
Low,0,33018.55
Low,0,33873.15
High,1,50440.89
Medium,0,36769.28
Medium,1,52621.1
Low,0,27948.96
Medium,0,45198.92
High,0,46397.57
Medium,1,41158.91
Low,0,26446.81
Medium,0,37336.83
Low,0,33658.8
High,1,51302.95
Medium,0,39184.22
Medium,0,34447.98
Low,1,33666.54
Low,1,29542.61
Medium,1,42736.04
High,0,45647.19
Low,1,36030.95
Medium,1,43517.55
Medium,1,46163.21
Medium,0,47967.42
Medium,0,38280.72
Low,0,28942.93
Medium,1,46670.37
High,1,61357.11
High,1,54225.24
Medium,0,25940.89
High,1,48963.76
Low,0,18765.89
Medium,0,42781.46
Medium,1,40014.63
Low,0,25624.86
High,0,44219.54
Medium,1,46700.83
Medium,0,39964.21
Low,0,23714.79
Low,0,29030.05
Medium,1,39448.76
Medium,0,43054.0
Low,0,31670.43
High,1,57852.12
Low,0,29399.8
High,0,48822.31
Low,1,38727.71
Medium,0,37970.8
Medium,0,41215.58
Medium,0,41082.51
Medium,1,45230.89
High,0,46317.03
Medium,1,31387.5
Medium,0,50647.62
Medium,1,46665.6
High,0,48683.23
High,1,54162.29
Medium,0,34880.57
Medium,0,32743.0
Low,0,32804.72
Medium,1,49771.99
High,1,50519.72
High,1,58070.98
Medium,1,49576.19
Medium,1,45553.43
Medium,0,31137.82
Medium,1,40467.14
Medium,1,43084.09
Medium,1,41372.21
Low,0,34242.31
Low,1,42012.01
Medium,0,44690.58
High,1,62260.25
Medium,0,36117.97
Medium,0,44080.15
High,0,53502.72
Medium,0,39241.11
Low,0,36744.1
High,0,43927.21
High,1,47417.99
Medium,0,30481.24
Low,0,27901.87
High,1,58100.21
Medium,0,36323.76
Low,0,26373.92
Low,0,28037.08
High,1,47474.28
Low,0,29037.76
Low,1,46673.44
Medium,0,33891.37
Low,0,32486.02
Low,0,32743.32
Medium,0,38824.62
Low,1,36509.11
High,1,56789.02
Medium,0,38004.99
Low,0,29980.83
Medium,1,50285.02
Low,1,38078.51
Low,0,25630.95
Medium,1,46693.42
Low,0,26111.03
Medium,1,42446.33
High,0,61200.03
Medium,0,47689.6
Medium,0,45354.5
High,0,45780.62
High,0,50707.94
High,1,52837.66
Medium,0,45812.66
High,0,49643.19
High,0,49998.18
Medium,0,48429.59
Medium,0,38528.01
Low,0,20359.16
Medium,1,47054.91
Low,0,33520.52
Low,0,33860.33
Low,0,31912.26
Medium,0,46286.04
Medium,0,43815.5
Medium,1,47766.2
Medium,1,42892.39
Medium,0,27303.03
Medium,0,38745.36
Medium,1,56618.67
Low,0,28867.28
High,1,56835.41
Medium,0,36578.67
High,0,54321.86
Low,0,29610.43
Medium,0,43618.4
Low,0,32888.29
Low,0,28747.87
Medium,0,42923.73
High,0,54305.86
Medium,1,34863.85
Medium,0,39648.87
Medium,1,50646.76
Low,0,29449.83
Medium,0,54078.76
Medium,0,36073.41
Medium,0,43158.27
Medium,1,44769.49
Low,0,21721.58
Medium,1,48161.16
High,0,52039.41
High,1,54207.68
Medium,1,50973.32
Medium,0,32679.95
Low,1,32187.95
Medium,0,37556.03
Medium,1,44613.56
Medium,0,45345.83
High,1,56273.29
Medium,1,52568.79
Medium,0,32867.24
Low,0,24529.18
Medium,1,35968.29
High,1,60004.63
Medium,0,28869.82
Low,0,23392.99
High,0,49292.4
Low,1,22522.7
Medium,0,40753.56
Low,0,36017.58
Low,0,27601.02
Low,1,37489.23
Medium,1,53936.04
Medium,0,41952.45
Medium,1,50908.07
Medium,1,42640.38
Medium,0,37910.87
High,1,57025.38
High,0,52209.24
Low,0,33289.55
Low,0,35097.53
Medium,1,50435.82
Low,0,38042.86
High,1,64110.19
Low,0,28812.0
Medium,1,45944.85
Low,0,31509.62
Medium,0,45126.47
Low,0,30295.42
Medium,0,35884.2
High,0,52045.48
Medium,0,51194.31
Low,0,23659.75
Medium,0,40090.25
Medium,0,42853.63
Low,0,25554.62
High,0,56516.87
Low,0,25617.59
Low,0,32071.01
Medium,1,41970.94
Low,0,32780.48
Medium,1,44159.34
Low,0,27295.18
High,1,60259.36
Medium,0,44954.67
Medium,1,43192.6
Low,0,39066.1
Low,0,30628.71
Medium,0,45357.63
Low,0,26550.35
Medium,1,42061.9
Medium,0,36461.7
Low,0,32030.8
Medium,1,41857.91
High,1,55122.77
Medium,0,33605.11
High,1,55100.77
High,0,53185.88
Low,1,28132.44
Low,0,39623.72
Medium,1,42412.83
Medium,0,42605.61
Medium,0,29064.17
Medium,0,41165.66
Medium,0,39286.78
Medium,1,50790.28
Low,1,36745.9
Medium,0,38791.03
High,0,56128.79
Medium,1,45779.4
Low,1,37283.54
Low,0,29416.73
Medium,1,46195.31
High,1,55489.13
High,0,53373.59
Medium,1,37349.34
Low,1,37245.32
Medium,1,41661.64
High,0,51910.04
High,1,43896.68
Medium,0,36434.24
Medium,0,39643.84
Medium,0,38327.06
High,1,46252.93
Medium,1,45285.86
Low,1,32821.05
Medium,1,40889.88
High,1,58290.05
Medium,0,26577.97
Medium,1,41147.7
Medium,1,51096.62
Medium,0,35068.0
Low,0,26087.25
Medium,1,49280.86
Medium,1,44936.31
High,0,51392.56
High,1,56420.3
Medium,1,50892.39
High,0,50638.76
Medium,0,41962.19
Medium,0,45297.44
Low,0,36910.91
Low,0,31858.36
High,0,44355.9
High,0,57818.97
Medium,0,36644.3
Medium,1,51104.8
Medium,0,36144.92
High,1,65565.92
Low,0,32474.26
Low,0,36382.4
Medium,0,38141.38
High,0,50494.26
Low,0,35126.43
High,1,63398.14
Medium,1,43193.33
Low,1,36272.68
Medium,0,35292.71
Medium,1,49708.64
Low,1,36057.6
Medium,1,45683.71
Medium,0,30734.69
Low,1,38416.23
Medium,1,41591.98
Low,1,29240.69
Medium,0,39605.67
Low,1,37565.5
Medium,0,36991.82
Low,0,29773.97
Medium,0,35601.48
Low,1,36418.74
Medium,1,44202.15
Medium,1,41867.74
Low,0,27487.19
High,0,59737.59
Medium,1,42230.25
Medium,1,50228.86
Medium,1,51804.79
Low,0,33597.67
High,0,51416.28
Low,1,30656.99
Medium,0,37726.62
Medium,1,47523.84
High,1,45939.33
Medium,0,43695.73
Medium,1,50480.21
Medium,1,50089.27
Low,0,30873.36
Low,1,31528.36
Low,0,33106.78
Low,0,25478.6
Low,0,34425.03
Medium,0,40966.7
Medium,0,36924.92
High,1,61673.49
Medium,1,48229.69
Low,1,37842.93
High,1,57116.51
High,0,49828.62
Medium,1,45308.82
Low,1,36053.01
High,1,48351.73
Low,0,28031.55
Low,0,29410.34
Medium,0,37250.14
Medium,1,48156.64
Low,1,42559.02
Medium,0,38636.52
Medium,0,41632.75
High,0,50278.43
Low,0,31563.23
Low,0,31569.88
Medium,0,43243.0
High,1,58871.48
Low,0,37155.29
Medium,0,42154.55
Low,0,23604.98
Low,0,39812.39
High,0,62833.21
Low,0,37912.92
Medium,0,39949.01
Medium,0,41728.37
Low,0,32496.22
High,1,62073.41
Medium,1,50095.53
Medium,0,39627.08
Medium,1,49771.02
Medium,0,42224.1
Medium,1,46258.62
Low,0,32617.55
High,1,57046.15
Medium,0,38274.2
Low,0,26926.35
High,1,54535.88
Medium,0,44912.52
Medium,0,43589.0
Low,0,35593.46
High,1,53826.85
High,1,52462.65
Medium,1,46710.48
Medium,1,48272.77
Medium,0,39243.63
Low,0,28184.56
Medium,0,41562.21
Low,1,27857.66
High,1,47324.84
Low,1,34716.13
Medium,1,48644.32
Medium,1,38728.61
Low,0,30171.08
Medium,1,40456.26
Medium,0,35146.03
Medium,1,43354.73
Low,0,35607.85
Medium,1,49529.43
High,0,39790.31
Medium,0,29208.33
Medium,0,44116.06
Low,0,40283.78
Medium,0,37809.39
Medium,0,38103.16
Medium,1,49027.57
Low,0,31553.59
Low,1,39388.82
Medium,0,40448.37
Low,0,33454.92
Medium,0,39272.28
Medium,1,45807.81
High,1,49486.01
Low,0,36917.98
Low,0,34310.95
Medium,0,37175.56
Low,0,28865.3
Low,0,29661.8
Medium,1,43269.73
Medium,1,38210.03
High,0,51002.11
High,1,47776.92
Medium,0,44900.56
Low,0,36318.13
Medium,0,39944.81
Medium,1,44474.14
Medium,1,37639.9
High,1,53328.63
Medium,0,32487.52
Medium,1,47963.8
Low,0,26377.6
High,1,53965.09
Medium,1,39997.92
Low,0,31886.25
Low,0,30279.82
Low,0,20807.67
Low,0,17858.09
Medium,0,38421.23
Low,0,31516.93
High,1,54464.9
High,0,51878.89
Medium,0,48081.51
Medium,1,43510.88
Medium,1,51573.54
Low,0,27270.81
Low,0,28066.09
Medium,1,43086.19
High,0,44973.59
High,1,59334.02
High,0,54833.17
Medium,0,29608.63
High,1,50318.8
Medium,1,51286.69
Low,0,27765.09
Medium,0,40915.36
High,1,52816.85
Low,1,29649.43
Low,1,34720.88
Low,1,26291.13
Low,0,27515.43
Low,0,34725.42
Medium,0,39451.31
High,1,51893.09
High,0,45425.88
High,0,52036.36
Low,0,35826.92
Low,0,33382.74
Low,1,34909.27
High,1,54745.67
Low,0,28516.52
Medium,0,30969.0
Low,0,26688.34
Low,1,30856.65
Low,0,26605.26
Medium,1,48084.7
Low,0,30699.86
Low,0,25543.43
Medium,1,49678.69
Medium,1,53955.86
Medium,1,48185.61
High,1,68001.51
Medium,0,40265.3
Low,0,38407.31
Medium,1,48619.3
Medium,1,53368.2
Medium,0,37593.63
High,0,48200.21
High,1,58165.17
Medium,1,40269.6
Low,0,22607.36
High,1,45258.69
Medium,0,39525.38
Medium,1,51916.24
High,0,52494.14
Medium,0,35098.69
Medium,0,37377.5
Medium,0,39272.66
Low,0,21045.0
Medium,1,46337.76
Medium,0,39315.52
Low,1,36751.06
Medium,0,38183.42
Medium,1,42619.95
Medium,1,36094.26
High,1,59673.96
Low,0,30263.21
Medium,1,48114.97
Medium,0,34212.06
Medium,1,49273.98
High,1,57776.88
Low,0,27240.84
Medium,1,51471.35
Medium,1,39734.53
Medium,1,49775.85
Medium,1,47293.41
Medium,0,39564.44
Low,0,33486.77
Medium,0,44620.07
Medium,1,47389.64
Medium,0,45212.89
Medium,0,30896.88
Medium,0,38924.87
Low,0,28954.16
Low,0,25541.32
Low,0,33421.9
High,1,54775.94
High,1,52425.72
High,1,55686.91
High,0,56911.07
Low,0,40096.67
Medium,0,46742.5
High,1,50572.72
Medium,1,40874.93
Low,0,29445.51
Medium,0,41972.26
Low,0,33965.68
Low,1,36018.09
Medium,0,40496.53
High,1,58328.1
Medium,0,37097.88
Medium,0,43424.62
Medium,0,39471.94
High,1,59004.08
Low,0,20980.47
Medium,0,38542.29
Low,0,30522.42
Medium,0,46852.4
Low,0,35096.85
High,0,47459.13
Low,0,34829.27
Low,1,39134.68
Medium,0,42825.98
Medium,1,42236.82
Medium,0,43401.13
Low,1,39740.12
Low,0,32930.27
Medium,1,41742.23
Medium,1,48217.32
High,0,56037.53
Medium,0,42010.44
Medium,0,44173.69
Medium,0,48948.1
Medium,0,44489.0
High,1,51363.36
Low,0,30698.19
Medium,1,43341.38
Medium,0,40866.6
Medium,1,53525.31
Medium,0,37878.49
Low,0,23664.11
Low,0,29360.39
Low,0,25577.76
High,0,49263.46
High,1,54253.59
Low,0,33098.84
Low,1,30291.67
Low,0,35153.85
Low,0,24153.33
Medium,0,34296.43
Low,0,28780.37
Medium,0,44064.34
Medium,1,35608.82
Low,0,31253.75
Medium,0,39897.01
Medium,0,37045.39
Low,0,26990.48
Medium,0,38384.2
Low,0,36325.8
Low,0,39682.14
Low,1,32437.5
High,1,54146.48
Medium,0,39171.97
Medium,0,42332.93
High,1,63342.1
Low,1,32799.17
High,1,57124.71
Medium,0,39763.44
Medium,1,38017.81
Medium,0,45075.0
Medium,1,48323.54
High,1,60826.02
High,1,49386.3
Low,1,37093.56
Low,0,34403.93
Low,0,32276.2
Low,0,33117.61
Medium,0,46928.24
Low,0,24435.17
Medium,0,44738.63
Medium,1,44880.58
High,0,42428.98
Low,1,23715.43
Low,0,26965.01
Low,1,40412.49
High,1,55517.39
Medium,1,44440.98
High,1,57883.25
High,0,50758.72
High,0,46356.3
Low,0,35015.59
Medium,0,31335.56
High,1,61613.04
Low,1,26904.96
Medium,0,38240.09
Medium,0,33510.9
Medium,0,36454.73
High,1,49739.6
Medium,1,49220.96
Medium,0,39042.67
Medium,0,41343.98
Medium,1,38700.05
Medium,0,37073.58
High,1,59673.69
High,1,56590.3
Medium,1,39443.14
Medium,0,38136.39
Low,0,31026.46
Low,0,39542.75
Low,0,35686.26
Medium,0,50860.74
Low,1,37569.99
Low,0,28482.69
Low,1,38827.71
Medium,0,49753.56
Low,1,30106.18
Medium,1,36304.79
Medium,0,29677.8
Medium,0,48539.36
High,1,59482.98
Low,0,31494.57
High,0,47140.43
Medium,0,43419.52
Low,0,31910.93
Medium,0,39505.24
High,1,50569.05
Medium,1,42135.52
Low,0,34340.36
High,0,49313.35
Medium,0,47265.88
Medium,1,49938.44
High,0,46787.98
Medium,0,37748.93
Low,0,34960.37
Medium,0,45829.47
High,0,51156.85
Low,0,25019.61
Low,1,33818.5
Low,0,25522.98
Low,0,37512.53
Low,1,35731.84
High,0,48818.34
High,1,51828.99
Low,0,19375.47
Medium,0,37912.8
Medium,0,40065.03
Low,0,25553.63
Low,0,33957.33
Low,0,24095.31
Medium,1,45870.7
Medium,1,47789.02
Low,1,33869.33
Low,1,29771.87
High,1,54341.87
Medium,0,34672.94
Medium,0,39390.21
High,0,51381.66
Low,1,34629.5
Medium,1,41104.74
Medium,1,42149.52
Medium,1,52713.92
High,0,57729.03
Medium,1,43561.33
Low,1,31870.22
Low,0,29315.48
Medium,0,33786.65
Medium,0,36475.23
Low,0,34168.84
Medium,1,50412.98
High,1,60641.23
Low,0,22794.83
High,1,56641.56
Low,1,36558.06
Medium,0,37075.9
Medium,0,45853.65
Medium,1,55899.65
Low,0,28589.23
High,0,57549.09
Low,1,29347.34
Medium,0,38957.0
Medium,0,40719.58
Medium,1,53299.83
Medium,1,38105.1
Medium,0,48524.8
Low,1,27236.44
Medium,1,49784.61
Low,0,30704.69
Low,0,35798.03
Medium,0,40530.1
Medium,0,41164.39
Low,0,25560.41
Medium,1,52025.01
Medium,0,38629.01
Medium,0,47991.51
Medium,0,39757.94
High,1,59137.55
Medium,0,32863.61
Medium,1,43327.05
Low,1,32571.8
Medium,1,44960.36
Medium,0,32380.87
Medium,1,46012.15
High,0,54988.09
Low,1,40484.91
Medium,1,48361.44
Low,0,26057.27
Medium,1,51647.42
High,0,47106.1
Medium,0,45043.92
Medium,0,38884.17
Medium,0,50939.88
Low,0,29324.97
Low,0,29713.32
Medium,0,38250.02
Medium,1,42667.32
Medium,1,43424.81
Low,0,29118.63
Medium,1,46270.74
High,1,49279.66
Low,1,48287.8
Medium,1,49412.13
Medium,0,40098.33
High,1,48265.23
Medium,1,38689.38
Medium,0,45788.03
Medium,1,46914.39
Low,1,27074.5
Medium,0,37553.0
Medium,1,39304.21
Medium,1,50579.74
Low,0,35301.39
Low,1,35464.32
Low,0,29770.98
Medium,0,45487.29
High,0,57245.96
Low,0,28521.58
Low,0,32744.35
High,0,50841.56
Medium,0,36374.2
High,0,47385.45
Low,1,30792.56
High,0,50958.24
High,1,54669.37
Low,0,31405.91
Low,0,35889.66
Low,0,29517.19
Low,0,36824.2
High,1,53433.43
Medium,1,44597.54
Medium,0,41549.4
High,0,54836.53
Medium,1,45888.95
Medium,1,44342.87
Low,1,39625.6
Medium,0,35336.85
High,1,58450.25
Low,0,33029.75
Medium,0,43520.89
Medium,1,49516.36
Medium,0,41806.93
Medium,0,53260.69
High,1,56768.51
Low,0,26422.97
Medium,0,39903.17
High,1,52400.1
Low,0,27584.81
Medium,1,42780.18
Medium,0,43749.89
Low,1,27084.59
Medium,0,32558.19
Medium,0,33727.33
High,0,49275.54
Medium,1,37410.97
High,1,52325.59
Low,0,36426.22
Low,0,31094.9
High,0,44559.1
High,1,56608.59
Low,0,36387.42
Medium,0,40125.11
Medium,0,37007.25
Medium,0,39746.69
High,1,47561.22
Medium,0,34594.85
Low,0,26712.36
Medium,0,36713.85
Low,0,28329.78
Medium,0,34876.33
Medium,1,48678.06
High,1,56201.25
High,0,48419.17
Low,0,30040.67
Medium,0,37906.17
Medium,1,37710.14
Low,0,27279.86
Medium,0,33147.14
High,1,52423.35
Medium,0,39042.48
Medium,0,34923.73
Medium,0,41067.96
Medium,0,44590.71
Medium,1,54520.9
High,0,53294.33
Low,0,35812.22
Low,0,29169.79
Medium,1,39097.7
Medium,0,33978.18
Medium,0,38813.74
Low,0,29242.87
Medium,0,44747.87
Medium,1,42489.33
Low,1,35298.12
Medium,1,45205.04
Low,1,28196.74
Low,0,32036.72
Medium,1,40446.7
Medium,1,41365.57
Medium,0,39975.9
Medium,0,36555.45
Low,0,34931.55
Medium,1,49650.01
Medium,0,38155.3
Low,0,31276.71
Medium,1,53497.82
Low,0,25080.35
Low,0,30122.19
Medium,0,33970.01
Medium,1,46262.63
Medium,0,29443.64
Medium,1,45801.53
Low,0,33410.0
Medium,0,38382.33
Medium,0,40513.93
Medium,1,39465.45
High,1,55816.9
Low,0,34510.37
High,1,61056.32
Medium,0,37746.64
Medium,1,40184.38
High,1,47663.34
Medium,1,51082.69
Low,0,27053.72
Medium,0,37293.52
Medium,0,28784.26
Medium,0,38398.03
Medium,1,58921.61
Medium,0,49482.51
Low,0,30245.93
Medium,1,51796.49
Low,0,26675.65
Medium,0,47650.03
Medium,1,46081.49
Medium,1,48435.69
Medium,1,42304.09
Low,1,37593.84
High,1,70309.39
Medium,1,50192.37
Medium,1,42249.04
High,0,39177.41
High,1,51495.57
Low,1,35482.88
Medium,0,37140.3
Medium,0,40643.34
Low,0,29095.57
Low,1,40121.5
Medium,1,35897.36
Medium,1,44441.8
High,0,52054.79
Low,0,17270.01
High,1,49871.76
High,1,60954.44
Medium,0,39654.39
Low,1,37346.43
Medium,0,35824.8
Medium,1,39201.41
Medium,1,44905.01
Medium,1,52105.94
High,0,47840.78
Low,0,29710.18
Medium,0,41913.48
High,1,59628.8
Medium,0,43617.64
Low,0,34762.47
Low,0,23369.56
Medium,0,40631.28
Medium,0,39311.47
Low,1,32229.36
Low,1,32043.13
Medium,0,46098.82
Low,0,24775.14
High,1,44907.84
Medium,0,36498.78
Medium,1,38530.97
Low,0,34026.25
High,0,49235.93
Low,0,33648.59
Low,0,26455.95
Low,0,25505.82
Low,0,36508.94
Medium,0,40946.26
Medium,0,39663.36
Low,0,28385.65
Medium,0,35039.11
Medium,1,42777.84
High,0,51506.55
Low,1,42913.29
Low,1,37014.2
Low,0,22102.45
Medium,0,40900.25
Medium,0,42040.6
Medium,1,52308.72
Low,0,33346.65
Medium,0,38162.11
Medium,0,40507.09
Medium,0,37191.76
Low,1,35666.68
Medium,0,53988.35
Medium,0,42954.19
Medium,0,28704.97
High,1,54808.68
Medium,0,46184.04
Low,0,33103.09
Low,0,31991.19
High,0,52855.1
Medium,1,44130.71
Medium,0,39933.48
Medium,0,38834.15
Low,0,29688.44
High,0,48658.39
Low,0,31665.53
Medium,0,47312.13
Medium,0,32503.96
Medium,0,41071.92
Medium,1,47696.83
Medium,1,47775.0
